[PARKES,149.133857492,-35.2969884918,92.5482784047]
[GOWRIE,149.109711883,-35.4138276496,56.2445866691]
[WEETANGERA,149.048306562,-35.251923405,49.8695412968]
[CAPITAL HILL,149.124029181,-35.3083402774,75.8197988978]
[PEARCE,149.086071191,-35.3630660636,88.8208136797]
[BONNER,149.139619878,-35.1587162296,74.9460291783]
[ISABELLA PLAINS,149.093083486,-35.4276209481,74.6251621061]
[FADDEN,149.11812099,-35.4079164796,45.0775642925]
[LYNEHAM,149.127598212,-35.2443615765,58.4634198956]
[WRIGHT,149.034982145,-35.3188782319,21.6197743317]
[SYMONSTON,149.153952627,-35.3429742941,86.959643733]
[CASEY,149.097603937,-35.1686163579,57.2374848899]
[GORDON,149.085086016,-35.4490815389,65.246841391]
[FORREST,149.128055967,-35.3176251389,69.2219240156]
[DUFFY,149.037798935,-35.3351039496,31.029413707]
[ISAACS,149.111720911,-35.3681305852,76.5699467706]
[FRASER,149.042729948,-35.1902997547,20.5874092681]
[ACTON,149.115216823,-35.2779044764,74.9230892717]
[BANKS,149.100112427,-35.4672617184,38.9160574286]
[THARWA,149.069088564,-35.5134253168,-2.80664380625e-11]
[GRIFFITH,149.138473668,-35.3248400594,80.8773702222]
[SPENCE,149.065494677,-35.2007108387,47.7575471676]
[FORDE,149.145237911,-35.1656963577,78.3175346401]
[LYONS,149.07524819,-35.3396007143,76.6198895742]
[NARRABUNDAH,149.144797307,-35.3345770044,87.0894347827]
[GUNGAHLIN,149.142807298,-35.1869514719,90.9719386437]
[AMAROO,149.126922295,-35.1665954621,83.6061816359]
[WATSON,149.165268722,-35.2376328958,40.5879213008]
[AINSLIE,149.152771865,-35.2593877416,68.7273483921]
[LAWSON,149.088760862,-35.2245827195,83.1986395309]
[LATHAM,149.031155869,-35.2159109403,23.2906487772]
[MACQUARIE,149.063672496,-35.251601192,68.8159806671]
[BRADDON,149.134999222,-35.271568,87.4024990961]
[DENMAN PROSPECT,149.030126949,-35.2925384943,11.6351718143]
[O'CONNOR,149.113502315,-35.2592561544,71.6196275034]
[FYSHWICK,149.173717448,-35.3193919536,81.4628320854]
[CHISHOLM,149.12381298,-35.4222986309,38.3778136179]
[WANNIASSA,149.089598441,-35.3986038403,74.4570974885]
[URIARRA VILLAGE,148.92645395,-35.2961781,-109.518725724]
[MONASH,149.088827199,-35.4162794208,82.479659165]
[KAMBAH,149.065425584,-35.3832208768,67.6098101001]
[COOMBS,149.043235553,-35.3178430789,30.2221941977]
[CANBERRA AIRPORT,149.190566096,-35.3052917703,55.8195699275]
[MCKELLAR,149.077379864,-35.2166880132,70.2452161525]
[MACARTHUR,149.13007685,-35.4061550467,31.085981543]
[RED HILL,149.123244921,-35.3319722183,61.714488432]
[MACGREGOR,149.019520636,-35.2123112308,8.3118639311]
[CONDER,149.099888152,-35.461485992,44.1730540268]
[CHAPMAN,149.036900965,-35.3545844273,32.2856351534]
[GARRAN,149.105130765,-35.3441543782,87.8860058649]
[COOK,149.067276969,-35.2581121145,70.6319897888]
[CRACE,149.106651711,-35.2002624222,67.6924927674]
[DEAKIN,149.108499835,-35.3221307423,67.0112071211]
[HALL,149.065110537,-35.1708947794,19.2495433246]
[FARRER,149.108671676,-35.3761668108,72.9477545281]
[SCULLIN,149.038824667,-35.2349028889,37.9773371189]
[BRUCE,149.08789529,-35.2429393167,100.0]
[STIRLING,149.047677424,-35.3508462712,45.7895247984]
[GIRALANG,149.090731551,-35.2113854491,69.2246788238]
[WARAMANGA,149.062726862,-35.3525657248,64.6591664186]
[JACKA,149.130866818,-35.1564091883,73.8037622691]
[MAWSON,149.0992124,-35.35943805,94.4347520107]
[O'MALLEY,149.108536782,-35.3537122564,86.2388270024]
[THEODORE,149.121854564,-35.4438411727,34.615266231]
[KINGSTON,149.145483158,-35.3182524561,86.7882554395]
[OAKS ESTATE,149.228727624,-35.3397104,13.287030612]
[EVATT,149.069726361,-35.211183183,59.9760167353]
[CAMPBELL,149.159240887,-35.2910485319,76.2510008105]
[GREENWAY,149.066746945,-35.4141738309,97.6806227757]
[FISHER,149.055509815,-35.3608864958,54.7863730463]
[CURTIN,149.0750964,-35.3267886706,67.5893223153]
[TURNER,149.121178296,-35.2694957593,76.6658888171]
[HOLDER,149.045326133,-35.3346963723,39.9689113998]
[HUGHES,149.096382797,-35.3331924375,83.282332731]
[YARRALUMLA,149.095929771,-35.3047489931,52.8502262696]
[BONYTHON,149.079329667,-35.435054127,81.9499379767]
[OXLEY,149.079182781,-35.40869145,91.4112919073]
[MOLONGLO,149.038191256,-35.2989816325,15.3239844454]
[MITCHELL,149.137009289,-35.2163760593,69.5182142835]
[PALMERSTON,149.118063459,-35.1956298571,82.5537190448]
[BELCONNEN,149.069056715,-35.2358456901,75.2182808217]
[NGUNNAWAL,149.109519229,-35.170697039,71.7641659361]
[CHIFLEY,149.073579676,-35.3522908529,78.2478692846]
[HIGGINS,149.027577704,-35.2315628158,23.5081235302]
[CALWELL,149.108927543,-35.4382632622,51.7997983439]
[HARRISON,149.158393392,-35.1970663399,69.0398319649]
[RIVETT,149.038092205,-35.3470926954,33.5772733298]
[ARANDA,149.081748871,-35.2581260588,84.8910003323]
[BARTON,149.139665374,-35.308384,80.8994677684]
[REID,149.139748286,-35.2826925714,98.6169518784]
[GILMORE,149.137396622,-35.4148806919,21.6470860271]
[FRANKLIN,149.142191106,-35.1961336635,86.7762121009]
[DICKSON,149.1436442,-35.2529920444,66.799844013]
[RICHARDSON,149.115586981,-35.4273187208,47.7622819935]
[HUME,149.165370943,-35.3929238864,32.8820683227]
[PAGE,149.049160068,-35.2381850485,51.2703905463]
[DOWNER,149.143360492,-35.2447324098,58.15006215]
[DUNLOP,149.02779055,-35.1945161441,8.76865752634]
[WESTON,149.058695057,-35.3355913101,56.0653917933]
[TORRENS,149.086952403,-35.3677484545,85.3503997731]
[NICHOLLS,149.098635193,-35.1870451933,61.6974985596]
[FLYNN,149.044072795,-35.2051530267,32.0405213137]
[BEARD,149.211468192,-35.3414456923,34.2144160835]
[HAWKER,149.038285054,-35.2463579279,37.9575014806]
[MELBA,149.055003503,-35.2090849045,45.4853431794]
[PIALLIGO,149.18814489,-35.3154698931,63.0389820066]
[MONCRIEFF,149.115804899,-35.1579922946,68.7622195171]
[TAYLOR,149.110862571,-35.1494765571,57.7208594922]
[RUSSELL,149.150001347,-35.2999947551,82.8822974738]
[PHILLIP,149.091215519,-35.3470815577,97.2230516648]
[HOLT,149.01711611,-35.2243085195,9.14607118872]
[CHARNWOOD,149.036447847,-35.1998668898,20.9632442481]
[FLOREY,149.049575635,-35.2255077904,48.5236673842]
[KALEEN,149.103648739,-35.2297058848,82.2699998214]
[CITY,149.123860443,-35.2830900261,86.9019080057]
[HACKETT,149.165048628,-35.2507742568,51.9662805712]
[THROSBY,149.15896586,-35.1883297093,70.7434791869]
