[PARKES,149.133857492,-35.2969884918,77.272443947]
[GOWRIE,149.109711883,-35.4138276496,79.1056189083]
[WEETANGERA,149.048306562,-35.251923405,68.1933141746]
[CAPITAL HILL,149.124029181,-35.3083402774,81.7759523787]
[PEARCE,149.086071191,-35.3630660636,72.3547546032]
[BONNER,149.139619878,-35.1587162296,94.2568181691]
[ISABELLA PLAINS,149.093083486,-35.4276209481,54.6548299547]
[FADDEN,149.11812099,-35.4079164796,94.3622940107]
[LYNEHAM,149.127598212,-35.2443615765,61.6327841159]
[WRIGHT,149.034982145,-35.3188782319,89.2826653955]
[SYMONSTON,149.153952627,-35.3429742941,46.9445057697]
[CASEY,149.097603937,-35.1686163579,96.5436211204]
[GORDON,149.085086016,-35.4490815389,88.08471122]
[FORREST,149.128055967,-35.3176251389,80.5694786723]
[DUFFY,149.037798935,-35.3351039496,80.8193740296]
[ISAACS,149.111720911,-35.3681305852,33.3001315053]
[FRASER,149.042729948,-35.1902997547,54.1200540716]
[ACTON,149.115216823,-35.2779044764,75.6245540394]
[BANKS,149.100112427,-35.4672617184,61.7054673202]
[THARWA,149.069088564,-35.5134253168,92.4562510524]
[GRIFFITH,149.138473668,-35.3248400594,83.4071397892]
[SPENCE,149.065494677,-35.2007108387,56.0399230969]
[FORDE,149.145237911,-35.1656963577,95.0926731868]
[LYONS,149.07524819,-35.3396007143,76.0876356256]
[NARRABUNDAH,149.144797307,-35.3345770044,64.3602574945]
[GUNGAHLIN,149.142807298,-35.1869514719,81.8383562912]
[AMAROO,149.126922295,-35.1665954621,78.1273485751]
[WATSON,149.165268722,-35.2376328958,26.8668178608]
[AINSLIE,149.152771865,-35.2593877416,72.1122984664]
[LAWSON,149.088760862,-35.2245827195,75.9774170135]
[LATHAM,149.031155869,-35.2159109403,92.6758396914]
[MACQUARIE,149.063672496,-35.251601192,85.9135522253]
[BRADDON,149.134999222,-35.271568,87.5578337115]
[DENMAN PROSPECT,149.030126949,-35.2925384943,40.1838291205]
[O'CONNOR,149.113502315,-35.2592561544,63.2730957549]
[FYSHWICK,149.173717448,-35.3193919536,73.9721026154]
[CHISHOLM,149.12381298,-35.4222986309,79.5705320307]
[WANNIASSA,149.089598441,-35.3986038403,59.9909824119]
[URIARRA VILLAGE,148.92645395,-35.2961781,42.1930847857]
[MONASH,149.088827199,-35.4162794208,59.481829297]
[KAMBAH,149.065425584,-35.3832208768,87.1992285345]
[COOMBS,149.043235553,-35.3178430789,82.8831088209]
[CANBERRA AIRPORT,149.190566096,-35.3052917703,66.5446336453]
[MCKELLAR,149.077379864,-35.2166880132,80.764557514]
[MACARTHUR,149.13007685,-35.4061550467,79.0130706156]
[RED HILL,149.123244921,-35.3319722183,58.1044411477]
[MACGREGOR,149.019520636,-35.2123112308,75.7226698485]
[CONDER,149.099888152,-35.461485992,66.58375933]
[CHAPMAN,149.036900965,-35.3545844273,87.5859366611]
[GARRAN,149.105130765,-35.3441543782,68.3089916067]
[COOK,149.067276969,-35.2581121145,89.0361680713]
[CRACE,149.106651711,-35.2002624222,90.7436894681]
[DEAKIN,149.108499835,-35.3221307423,57.5472871036]
[HALL,149.065110537,-35.1708947794,90.3932988916]
[FARRER,149.108671676,-35.3761668108,33.1768614024]
[SCULLIN,149.038824667,-35.2349028889,54.8036364737]
[BRUCE,149.08789529,-35.2429393167,69.898671047]
[STIRLING,149.047677424,-35.3508462712,79.4105905671]
[GIRALANG,149.090731551,-35.2113854491,89.426061387]
[WARAMANGA,149.062726862,-35.3525657248,81.6618261553]
[JACKA,149.130866818,-35.1564091883,85.8172857228]
[MAWSON,149.0992124,-35.35943805,62.179089515]
[O'MALLEY,149.108536782,-35.3537122564,55.3340736261]
[THEODORE,149.121854564,-35.4438411727,41.3951183527]
[KINGSTON,149.145483158,-35.3182524561,93.945349283]
[OAKS ESTATE,149.228727624,-35.3397104,95.9635335148]
[EVATT,149.069726361,-35.211183183,75.8760953553]
[CAMPBELL,149.159240887,-35.2910485319,73.485406054]
[GREENWAY,149.066746945,-35.4141738309,92.8777850013]
[FISHER,149.055509815,-35.3608864958,96.5431738082]
[CURTIN,149.0750964,-35.3267886706,68.7974191414]
[TURNER,149.121178296,-35.2694957593,84.9481173013]
[HOLDER,149.045326133,-35.3346963723,79.9172090025]
[HUGHES,149.096382797,-35.3331924375,84.6312568013]
[YARRALUMLA,149.095929771,-35.3047489931,83.774863719]
[BONYTHON,149.079329667,-35.435054127,80.5559730008]
[OXLEY,149.079182781,-35.40869145,82.8545200377]
[MOLONGLO,149.038191256,-35.2989816325,53.8706841349]
[MITCHELL,149.137009289,-35.2163760593,63.7510549149]
[PALMERSTON,149.118063459,-35.1956298571,82.1848787304]
[BELCONNEN,149.069056715,-35.2358456901,91.0466305116]
[NGUNNAWAL,149.109519229,-35.170697039,73.2298270168]
[CHIFLEY,149.073579676,-35.3522908529,94.6735991264]
[HIGGINS,149.027577704,-35.2315628158,63.2493605707]
[CALWELL,149.108927543,-35.4382632622,46.0195461019]
[HARRISON,149.158393392,-35.1970663399,97.7818471737]
[RIVETT,149.038092205,-35.3470926954,99.3060529274]
[ARANDA,149.081748871,-35.2581260588,60.0538081057]
[BARTON,149.139665374,-35.308384,100.0]
[REID,149.139748286,-35.2826925714,93.9224209142]
[GILMORE,149.137396622,-35.4148806919,64.9570137537]
[FRANKLIN,149.142191106,-35.1961336635,97.0704802406]
[DICKSON,149.1436442,-35.2529920444,71.3427171141]
[RICHARDSON,149.115586981,-35.4273187208,70.075964597]
[HUME,149.165370943,-35.3929238864,9.47295575315e-11]
[PAGE,149.049160068,-35.2381850485,65.897329012]
[DOWNER,149.143360492,-35.2447324098,59.5391821213]
[DUNLOP,149.02779055,-35.1945161441,76.4366691286]
[WESTON,149.058695057,-35.3355913101,91.4603176579]
[TORRENS,149.086952403,-35.3677484545,64.8652542261]
[NICHOLLS,149.098635193,-35.1870451933,74.3660256988]
[FLYNN,149.044072795,-35.2051530267,70.2900253044]
[BEARD,149.211468192,-35.3414456923,66.2993771554]
[HAWKER,149.038285054,-35.2463579279,44.4871290306]
[MELBA,149.055003503,-35.2090849045,65.4208496493]
[PIALLIGO,149.18814489,-35.3154698931,65.8694435378]
[MONCRIEFF,149.115804899,-35.1579922946,57.9405689785]
[TAYLOR,149.110862571,-35.1494765571,57.8571916863]
[RUSSELL,149.150001347,-35.2999947551,74.4110034805]
[PHILLIP,149.091215519,-35.3470815577,89.7346919348]
[HOLT,149.01711611,-35.2243085195,62.6815408098]
[CHARNWOOD,149.036447847,-35.1998668898,76.028960082]
[FLOREY,149.049575635,-35.2255077904,72.0363135186]
[KALEEN,149.103648739,-35.2297058848,49.7330057142]
[CITY,149.123860443,-35.2830900261,94.652354557]
[HACKETT,149.165048628,-35.2507742568,41.6242978286]
[THROSBY,149.15896586,-35.1883297093,81.824389524]
