[MONASH,149.088827199,-35.4162794208,90.1410417539]
[NGUNNAWAL,149.109519229,-35.170697039,87.9905041195]
[RUSSELL,149.150001347,-35.2999947551,96.3133640553]
[OAKS ESTATE,149.228727624,-35.3397104,97.7796397151]
[PIALLIGO,149.18814489,-35.3154698931,93.3249546153]
[MAWSON,149.0992124,-35.35943805,87.5994972769]
[MOLONGLO,149.038191256,-35.2989816325,99.8044965787]
[FLYNN,149.044072795,-35.2051530267,95.3637760089]
[THEODORE,149.121854564,-35.4438411727,93.6182097472]
[DICKSON,149.1436442,-35.2529920444,75.7855048178]
[FISHER,149.055509815,-35.3608864958,95.2799888284]
[MONCRIEFF,149.115804899,-35.1579922946,97.4025974026]
[FADDEN,149.11812099,-35.4079164796,94.6655495043]
[SPENCE,149.065494677,-35.2007108387,94.5119396732]
[DUFFY,149.037798935,-35.3351039496,94.3164362519]
[MACARTHUR,149.13007685,-35.4061550467,97.5562072336]
[HIGGINS,149.027577704,-35.2315628158,93.6461388074]
[PHILLIP,149.091215519,-35.3470815577,59.1677140064]
[CHARNWOOD,149.036447847,-35.1998668898,87.5715682167]
[GORDON,149.085086016,-35.4490815389,86.8454126519]
[WANNIASSA,149.089598441,-35.3986038403,69.5992179863]
[PARKES,149.133857492,-35.2969884918,93.2411674347]
[WEETANGERA,149.048306562,-35.251923405,96.425080296]
[THARWA,149.069088564,-35.5134253168,98.9666247731]
[PEARCE,149.086071191,-35.3630660636,96.2156123446]
[HACKETT,149.165048628,-35.2507742568,95.8804636224]
[WARAMANGA,149.062726862,-35.3525657248,93.8276776986]
[DEAKIN,149.108499835,-35.3221307423,88.2279011311]
[GRIFFITH,149.138473668,-35.3248400594,76.3580505516]
[ARANDA,149.081748871,-35.2581260588,83.4939254294]
[KAMBAH,149.065425584,-35.3832208768,49.4623655914]
[CHIFLEY,149.073579676,-35.3522908529,93.576316157]
[DENMAN PROSPECT,149.030126949,-35.2925384943,99.7207093981]
[EVATT,149.069726361,-35.211183183,90.5320485966]
[WRIGHT,149.034982145,-35.3188782319,91.8447144254]
[ACTON,149.115216823,-35.2779044764,81.5249266862]
[ISABELLA PLAINS,149.093083486,-35.4276209481,91.6073174138]
[LYNEHAM,149.127598212,-35.2443615765,76.5814830331]
[PALMERSTON,149.118063459,-35.1956298571,90.5460131267]
[NARRABUNDAH,149.144797307,-35.3345770044,77.768468091]
[BRUCE,149.08789529,-35.2429393167,69.4456081553]
[HOLT,149.01711611,-35.2243085195,76.567518503]
[AINSLIE,149.152771865,-35.2593877416,86.56612205]
[GREENWAY,149.066746945,-35.4141738309,62.7565982405]
[COOK,149.067276969,-35.2581121145,91.635246474]
[GILMORE,149.137396622,-35.4148806919,93.129451194]
[CHISHOLM,149.12381298,-35.4222986309,84.6948750175]
[HOLDER,149.045326133,-35.3346963723,95.070520877]
[MCKELLAR,149.077379864,-35.2166880132,95.2520597682]
[BONNER,149.139619878,-35.1587162296,94.6934785644]
[BARTON,149.139665374,-35.308384,92.5150118699]
[CAMPBELL,149.159240887,-35.2910485319,91.6073174138]
[GIRALANG,149.090731551,-35.2113854491,94.0511101801]
[LATHAM,149.031155869,-35.2159109403,93.3109900852]
[ISAACS,149.111720911,-35.3681305852,97.1791649211]
[TAYLOR,149.110862571,-35.1494765571,99.8044965787]
[LYONS,149.07524819,-35.3396007143,89.5266024298]
[OXLEY,149.079182781,-35.40869145,95.9502862729]
[SYMONSTON,149.153952627,-35.3429742941,94.4002234325]
[GUNGAHLIN,149.142807298,-35.1869514719,65.5355397291]
[MACQUARIE,149.063672496,-35.251601192,88.6747660941]
[KALEEN,149.103648739,-35.2297058848,84.9741656193]
[FORREST,149.128055967,-35.3176251389,96.1318251641]
[CONDER,149.099888152,-35.461485992,87.6413908672]
[COOMBS,149.043235553,-35.3178430789,96.9138388493]
[BELCONNEN,149.069056715,-35.2358456901,18.4331797235]
[CRACE,149.106651711,-35.2002624222,93.1015221338]
[BEARD,149.211468192,-35.3414456923,99.5950286273]
[DUNLOP,149.02779055,-35.1945161441,91.0208071498]
[O'CONNOR,149.113502315,-35.2592561544,86.6359447005]
[MELBA,149.055003503,-35.2090849045,93.0596285435]
[GARRAN,149.105130765,-35.3441543782,90.6437648373]
[JACKA,149.130866818,-35.1564091883,99.0085183634]
[HAWKER,149.038285054,-35.2463579279,88.4513336126]
[BRADDON,149.134999222,-35.271568,61.3042871107]
[BONYTHON,149.079329667,-35.435054127,91.6631755341]
[AMAROO,149.126922295,-35.1665954621,92.7105152912]
[FRANKLIN,149.142191106,-35.1961336635,83.9547549225]
[RED HILL,149.123244921,-35.3319722183,87.6274263371]
[FLOREY,149.049575635,-35.2255077904,85.0300237397]
[RICHARDSON,149.115586981,-35.4273187208,91.788856305]
[TORRENS,149.086952403,-35.3677484545,97.5562072336]
[O'MALLEY,149.108536782,-35.3537122564,98.4499371596]
[FRASER,149.042729948,-35.1902997547,95.8106409719]
[HARRISON,149.158393392,-35.1970663399,87.5576036866]
[FYSHWICK,149.173717448,-35.3193919536,65.5774333194]
[RIVETT,149.038092205,-35.3470926954,93.6042452171]
[CITY,149.123860443,-35.2830900261,0.0]
[YARRALUMLA,149.095929771,-35.3047489931,88.3256528418]
[MACGREGOR,149.019520636,-35.2123112308,88.9121631057]
[DOWNER,149.143360492,-35.2447324098,94.8191593353]
[SCULLIN,149.038824667,-35.2349028889,94.1488618908]
[CAPITAL HILL,149.124029181,-35.3083402774,99.0364474235]
[WATSON,149.165268722,-35.2376328958,89.0378438766]
