stop_lat,stop_name,stop_id,the_geom,stop_lon
-35.326233,Barrier St after Pirie St,1766,POINT (149.16751100029532 -35.32623299934619),149.167511
-35.32769,Barrier St after Isa St,1768,POINT (149.17022700029807 -35.327689999345964),149.170227
-35.326447,Barrier St before Pirie St,1770,POINT (149.168198000296 -35.32644699934615),149.168198
-35.327766,Barrier St before Isa St,1771,POINT (149.1706090002985 -35.32776599934594),149.170609
-35.325413,Newcastle St after Isa St,1772,POINT (149.17259200030043 -35.32541299934612),149.172592
-35.246441,Battye St after Watkins,1776,POINT (149.09698500023103 -35.246440999356246),149.096985
-35.182709,Anthony Rolfe Av after Gundaroo Rd,1790,POINT (149.1304320002591 -35.182708999361864),149.130432
-35.385384,Summerland Cct after Mannheim St,1791,POINT (149.07331800021325 -35.38538399934253),149.073318
-35.385437,Summerland Cct Village Creek Primary,1792,POINT (149.07324200021316 -35.385436999342545),149.073242
-35.321682,North Weston Park & Ride,1802,POINT (149.05828900020165 -35.32168199934944),149.058289
-35.414719,Tuggeranong Stn Plt 3,1803,POINT (149.0657650002077 -35.41471899933967),149.065765
-35.414421,Tuggeranong Stn Plt 4,1804,POINT (149.06555200020756 -35.4144209993397),149.065552
-35.414581,Tuggeranong Stn Plt 7,1807,POINT (149.06538400020742 -35.41458099933969),149.065384
-35.414917,Tuggeranong Stn Plt 8,1808,POINT (149.06565900020766 -35.41491699933965),149.065659
-35.32259,Opp North Weston Park & Ride,1809,POINT (149.05761700020116 -35.322589999349354),149.057617
-35.412277,Anketell St opp Tuggeranong Pool,1810,POINT (149.06330900020583 -35.41227699933999),149.063309
-35.453056,Chippindall Cct Theodore Terminus Off Street,1811,POINT (149.11856100025068 -35.453055999334396),149.118561
-35.429012,Barr Smith Av before Burgoyne Cr,1815,POINT (149.0745850002145 -35.42901199933798),149.074585
-35.428802,Barr Smith Av after Coombe St,1816,POINT (149.0747380002146 -35.428801999338),149.074738
-35.279144,City West Platform 1,1821,POINT (149.12558000025555 -35.27914399935219),149.12558
-35.296085,IKEA Majura Rd after Spitfire Av,1825,POINT (149.18769800031575 -35.29608499934867),149.187698
-35.346191,Burnie St before Launceston,1901,POINT (149.07461500021398 -35.346190999346554),149.074615
-35.461906,Callaway Cr after 2nd Myles Connell Cr,1903,POINT (149.08223000022062 -35.46190599933438),149.08223
-35.463902,Knoke Av after Mina Wylie Cr,1904,POINT (149.08317600022136 -35.46390199933414),149.083176
-35.391052,Langdon Av Wanniassa Shops,1905,POINT (149.08677700022378 -35.39105199934164),149.086777
-35.391087,Langdon Av opp Wanniassa Shops,1906,POINT (149.0869450002239 -35.391086999341624),149.086945
-35.402611,Athllon Dr after Learmonth Dr,2,POINT (149.06474300020685 -35.40261099934094),149.064743
-35.353077,Egglestone after Maclaurin,2000,POINT (149.0805210002186 -35.3530769993457),149.080521
-35.340801,Launceston St opp Phillip Oval,2002,POINT (149.0844570002216 -35.340800999346875),149.084457
-35.335697,Theodore St before James St,2003,POINT (149.08125300021908 -35.33569699934749),149.081253
-35.333496,Theodore St before 2nd James St,2004,POINT (149.0797420002179 -35.33349599934774),149.079742
-35.330509,Carruthers St after Theodore St,2005,POINT (149.07772800021633 -35.33050899934809),149.077728
-35.327663,Carruthers St after 2nd McCormack St,2006,POINT (149.07559200021464 -35.32766299934844),149.075592
-35.324566,Carruthers St after Jennings St,2007,POINT (149.0755770002146 -35.32456599934877),149.075577
-35.322987,Throssell St after Kennerley St,2008,POINT (149.07481400021402 -35.322986999348934),149.074814
-35.321159,Throssell St after Jennings St,2009,POINT (149.07492100021406 -35.32115899934912),149.074921
-35.319389,Throssell St after O'Shanassy St,2010,POINT (149.0770420002157 -35.31938899934926),149.077042
-35.318748,Dunstan St after Throssell St,2011,POINT (149.08024600021818 -35.31874799934924),149.080246
-35.321609,McCulloch St after Morgan Cr,2012,POINT (149.08195500021952 -35.32160899934891),149.081955
-35.323189,McCulloch St after 2nd Morgan Cr,2013,POINT (149.08258100022005 -35.32318899934873),149.082581
-35.324608,Carruthers St opp Curtin Shops,2014,POINT (149.08277900022017 -35.324607999348586),149.082779
-35.325516,Carruthers St after Allan St,2015,POINT (149.08502200022198 -35.325515999348454),149.085022
-35.326916,Carruthers St before Groom St,2016,POINT (149.09001200022593 -35.32691599934817),149.090012
-35.325825,Carruthers St after Yarra Glen,2017,POINT (149.08523600022212 -35.32582499934842),149.085236
-35.324993,Carruthers St Curtin Shops,2018,POINT (149.08300800022036 -35.32499299934854),149.083008
-35.323288,McCulloch St after Carruthers St,2019,POINT (149.08239700021988 -35.32328799934872),149.082397
-35.320927,McCulloch St after Reynolds St,2020,POINT (149.08158900021925 -35.320926999348984),149.081589
-35.318863,Dunstan St after McCulloch St,2021,POINT (149.08023100021816 -35.318862999349236),149.080231
-35.319477,Throssell St after Dunstan St,2022,POINT (149.07698100021562 -35.31947699934924),149.076981
-35.321522,Throssell St after 2nd Robertson St,2023,POINT (149.07495100021413 -35.32152199934909),149.074951
-35.32304,Throssell St after Storey St,2024,POINT (149.07495100021413 -35.32303999934894),149.074951
-35.324711,Carruthers St after Throssell St,2025,POINT (149.0756530002147 -35.32471099934875),149.075653
-35.327789,Carruthers St after Nelson Pl,2026,POINT (149.0757900002148 -35.32778899934843),149.07579
-35.330288,Carruthers St before Curtin Primary School,2027,POINT (149.07768200021627 -35.33028799934812),149.077682
-35.333687,Theodore St after roundabout,2028,POINT (149.07988000021797 -35.33368699934771),149.07988
-35.335556,Theodore St before Holman St South Entry,2029,POINT (149.08125300021908 -35.33555599934749),149.081253
-35.338596,Marrawah St after Theodore St,2030,POINT (149.0820310002197 -35.33859599934718),149.082031
-35.340664,Launceston St Phillip Oval,2031,POINT (149.08471700022184 -35.34066399934689),149.084717
-35.339085,Melrose Drive opp Phillip Pool,2032,POINT (149.0828090002203 -35.33908499934709),149.082809
-35.339214,Melrose Drive Phillip Pool,2033,POINT (149.08311500022054 -35.33921399934707),149.083115
-35.37225,Beasley St after Gouger St,2034,POINT (149.08979800022604 -35.372249999343516),149.089798
-35.371876,Beasley St Torrens PS,2035,POINT (149.09066800022677 -35.37187599934354),149.090668
-35.371948,Beasley St after Lambrigg St,2036,POINT (149.09547400023064 -35.37194799934342),149.095474
-35.371864,Beasley St after Athllon Dr,2037,POINT (149.09549000023068 -35.37186399934341),149.09549
-35.358505,Badimara St after Yambina St,2038,POINT (149.0601200002032 -35.35850499934562),149.06012
-35.371719,Beasley St before Wilkins St,2039,POINT (149.0981290002328 -35.37171899934336),149.098129
-35.370605,Wilkins St after Hoadley St,2040,POINT (149.09962500023406 -35.37060499934345),149.099625
-35.370502,Wilkins St after Beasley St,2041,POINT (149.09942600023388 -35.37050199934347),149.099426
-35.368164,Heard St after Wilkins St,2042,POINT (149.0976870002324 -35.36816399934375),149.097687
-35.368034,Heard St before Wilkins St,2043,POINT (149.0975800002323 -35.36803399934377),149.09758
-35.365578,Heard St opp Southlands Shops,2044,POINT (149.09542800023056 -35.36557799934406),149.095428
-35.365471,Heard St Southlands Shops,2045,POINT (149.09532200023048 -35.36547099934408),149.095322
-35.365704,Beasley St after Pethebridge St,2046,POINT (149.08866900022514 -35.36570399934421),149.088669
-35.365837,Beasley St after Batchelor St,2047,POINT (149.08853100022498 -35.3658369993442),149.088531
-35.366627,Beasley St Sacred Heart PS,2048,POINT (149.08494600022215 -35.36662699934421),149.084946
-35.366539,Beasley St after Parkin St,2049,POINT (149.08543400022253 -35.36653899934421),149.085434
-35.363041,Macfarland Cr Pearce Shops,2050,POINT (149.08143600021938 -35.36304099934466),149.081436
-35.351856,Nemarang Cr after Larakia St,2052,POINT (149.06390400020595 -35.35185599934623),149.063904
-35.366272,Hodgson Cr after Murphy Cr,2053,POINT (149.08252000022023 -35.366271999344306),149.08252
-35.366257,Hodgson Cr after Brinsmead St,2054,POINT (149.0823210002201 -35.36625699934431),149.082321
-35.358231,Macfarland Cr 2nd after Threlfall St,2055,POINT (149.07566800021488 -35.358230999345295),149.075668
-35.358116,Macfarland Cr after Wilsmore Cr,2056,POINT (149.07550000021476 -35.3581159993453),149.0755
-35.361305,Macfarland Cr after Collings St,2057,POINT (149.0779880002167 -35.36130499934494),149.077988
-35.361504,Macfarland Cr after Parkhill St,2058,POINT (149.0780490002167 -35.3615039993449),149.078049
-35.355621,Macfarland Cr after Waldock St,2059,POINT (149.07524100021453 -35.35562099934557),149.075241
-35.355736,Macfarland Cr after 1st Threlfall St,2060,POINT (149.0753330002146 -35.355735999345555),149.075333
-35.352531,Eggleston Cr Chifley Shops,2061,POINT (149.07553100021477 -35.35253099934588),149.075531
-35.35215,Eggleston Cr opp Chifley Shops,2062,POINT (149.07530200021455 -35.35214999934593),149.075302
-35.349594,Eggleston Cr after MacDonald St,2063,POINT (149.0761410002152 -35.349593999346176),149.076141
-35.349674,Eggleston Cr after Plunkett St,2064,POINT (149.07618700021524 -35.349673999346166),149.076187
-35.346676,Launceston St before Dennes Pl,2065,POINT (149.07412700021362 -35.34667599934651),149.074127
-35.34341,Launceston St after Tarraleah Cr,2067,POINT (149.0745240002139 -35.34340999934684),149.074524
-35.342861,Launceston St after Port Arthur St,2068,POINT (149.07467700021402 -35.34286099934689),149.074677
-35.339706,Launceston St Lyons Shops,2069,POINT (149.07698100021577 -35.33970599934717),149.076981
-35.340408,Launceston St Lyons PS,2070,POINT (149.0764770002154 -35.34040799934711),149.076477
-35.339542,Launceston St after Glenorchy St,2071,POINT (149.07997100021808 -35.33954199934713),149.079971
-35.3396,Launceston St after Burnie St,2072,POINT (149.079834000218 -35.33959999934711),149.079834
-35.368641,Beasley St after Hodgson Cr,2073,POINT (149.084702000222 -35.36864099934401),149.084702
-35.373089,Beasley St before Torrens Pl,2074,POINT (149.08662400022354 -35.373088999343494),149.086624
-35.370811,Beasley St 2nd after Basedow St,2075,POINT (149.0852360002224 -35.370810999343774),149.085236
-35.370743,Beasley St 2nd after Hodgson Cr,2076,POINT (149.08535800022253 -35.37074299934376),149.085358
-35.368484,Beasley St after Hawker St,2077,POINT (149.0844730002218 -35.36848399934403),149.084473
-35.362499,Hodgson Cr Pearce Shops,2078,POINT (149.08221400021998 -35.3624989993447),149.082214
-35.363022,Hodgson Cr opp Pearce Shops,2079,POINT (149.08204700021986 -35.36302199934466),149.082047
-35.360477,Hodgson Cr after Pethebrigde St,2080,POINT (149.08468600022195 -35.360476999344854),149.084686
-35.360455,Hodgson Cr after Shepherd St,2081,POINT (149.08447300022178 -35.36045499934486),149.084473
-35.357918,Hodgson Cr after Collings St,2082,POINT (149.0867160002235 -35.35791799934507),149.086716
-35.357964,Hodgson Cr after Marr St,2083,POINT (149.08688400022365 -35.357963999345074),149.086884
-35.354984,Melrose Dr 2nd after Botany St,2084,POINT (149.08650200022333 -35.354983999345365),149.086502
-35.355209,Melrose Dr after Hodgson Cr,2085,POINT (149.0862430002231 -35.35520899934535),149.086243
-35.352791,Melrose Dr after Botany St,2086,POINT (149.08572400022268 -35.35279099934562),149.085724
-35.352848,Melrose Dr 2nd after Hodgson Cr,2087,POINT (149.08543400022245 -35.35284799934561),149.085434
-35.350876,Botany St after Devine Ct,2088,POINT (149.0863950002232 -35.3508759993458),149.086395
-35.350967,Botany St after Townshend St,2089,POINT (149.08670000022346 -35.35096699934578),149.0867
-35.358631,Badimara St after Kalgoorlie Cr,2090,POINT (149.06018100020324 -35.35863099934559),149.060181
-35.34108,Launceston St after Callam St,2091,POINT (149.08857700022486 -35.34107999934675),149.088577
-35.340313,Launceston St after Yamba Dr,2092,POINT (149.09033200022628 -35.3403129993468),149.090332
-35.340546,Yamba Dr after Justinian St,2093,POINT (149.09352100022886 -35.34054599934669),149.093521
-35.342457,Yamba Dr after Kitchener St,2094,POINT (149.0963900002312 -35.342456999346446),149.09639
-35.346699,Yamba Dr opp Canberra Hospital,2095,POINT (149.09957900023383 -35.34669899934592),149.099579
-35.350117,Tyagarah St after Wallangara St,2096,POINT (149.10644500023957 -35.350116999345396),149.106445
-35.352203,Culgoa Cct after 2nd Jindalee Cr,2097,POINT (149.10438500023784 -35.35220299934523),149.104385
-35.352341,Culgoa Cct after Tyagarah St,2098,POINT (149.10455300023798 -35.35234099934521),149.104553
-35.354378,Culgoa Cct after Jindalee Cr,2099,POINT (149.10499600023837 -35.35437799934499),149.104996
-35.354305,Culgoa Cct after Bulwarra Cl,2100,POINT (149.10510300023847 -35.35430499934498),149.105103
-35.355461,Kareelah Vst after Mialli Pl,2101,POINT (149.1072690002403 -35.355460999344814),149.107269
-35.355484,Kareelah Vst after Gerogery Pl,2102,POINT (149.1071320002402 -35.355483999344806),149.107132
-35.35743,Kareelah Vst after Pindari Cr,2103,POINT (149.1076810002407 -35.3574299993446),149.107681
-35.35778,Kareelah Vst after Taronga Pl,2104,POINT (149.10838300024125 -35.35777999934456),149.108383
-35.359444,Ngunawal Dr after Cobbadah St,2105,POINT (149.10903900024184 -35.35944399934437),149.109039
-35.359623,Ngunawal Dr after Kareelah Vsta,2106,POINT (149.10908500024186 -35.359622999344346),149.109085
-35.362129,Bromby St 2nd after Julia Flynn Av,2107,POINT (149.10694900024006 -35.362128999344144),149.106949
-35.36208,Bromby St after Ngunawal Dr,2108,POINT (149.10713200024023 -35.36207999934415),149.107132
-35.363602,Bromby St after William Wilkins Cr,2109,POINT (149.1077730002408 -35.36360199934396),149.107773
-35.36364,Bromby St after Julia Flynn Av,2110,POINT (149.10765100024068 -35.36363999934396),149.107651
-35.364208,Julia Flynn Av after Adkinson Cl,2111,POINT (149.1105500002431 -35.36420799934384),149.11055
-35.335533,Mulley St St Judes Primary School,2112,POINT (149.05108600019653 -35.33553299934817),149.051086
-35.335617,Mulley St opp St. Judes PS,2113,POINT (149.0510410001965 -35.33561699934817),149.051041
-35.331081,Heysen St after Police CLG,2114,POINT (149.05860900020193 -35.331080999348444),149.058609
-35.331299,Heysen St before Gruner St,2115,POINT (149.0587920002021 -35.33129899934844),149.058792
-35.333355,Heysen St before Parkway overpass,2116,POINT (149.06089800020362 -35.33335499934819),149.060898
-35.333324,Heysen St after Bunny St,2117,POINT (149.0606840002035 -35.333323999348195),149.060684
-35.329563,Dixon Dr after Twynam St,2118,POINT (149.0464320001932 -35.32956299934889),149.046432
-35.329472,Dixon Dr 3rd after Warragamba Av,2119,POINT (149.04626500019307 -35.3294719993489),149.046265
-35.329678,Dixon Dr 2nd after Warragamba Av,2120,POINT (149.0438540001914 -35.32967799934893),149.043854
-35.329815,Dixon Dr after Hyndes Cr,2121,POINT (149.0438690001914 -35.329814999348926),149.043869
-35.330036,Dixon Dr 2nd after Hyndes Cr,2122,POINT (149.0419920001901 -35.33003599934893),149.041992
-35.329948,Dixon Dr after Warragamba Av,2123,POINT (149.04188500019004 -35.329947999348946),149.041885
-35.330177,Warragamba Av 2nd after Jindabyne St,2124,POINT (149.0381620001874 -35.33017699934901),149.038162
-35.33028,Warragamba Av after Dixon Dr,2125,POINT (149.03817700018743 -35.330279999348996),149.038177
-35.334198,Burrinjuck Cr opp Duffy Primary School,2128,POINT (149.03227200018344 -35.3341979993487),149.032272
-35.334835,Burrinjuck Cr Duffy Primary School,2129,POINT (149.03189100018318 -35.33483499934866),149.031891
-35.333469,Burrinjuck Cr before Serpentine St,2130,POINT (149.03479000018513 -35.33346899934874),149.03479
-35.333603,Burrinjuck Cr between Blowering St,2131,POINT (149.03465300018505 -35.33360299934871),149.034653
-35.333023,Burrinjuck Cr after Blowering St,2132,POINT (149.0372160001868 -35.33302299934873),149.037216
-35.336823,Burrinjuck Cr Duffy Shops,2133,POINT (149.0317540001831 -35.33682299934845),149.031754
-35.337044,Burrinjuck Cr opp Duffy Shops,2134,POINT (149.031586000183 -35.337043999348424),149.031586
-35.33844,Renmark St after Jemalong St,2135,POINT (149.03027300018212 -35.33843999934831),149.030273
-35.338455,Renmark St after Eungella St,2136,POINT (149.03045700018225 -35.338454999348315),149.030457
-35.341042,Eucumbene Dr after Hindmarsh Dr,2137,POINT (149.02752700018027 -35.34104199934809),149.027527
-35.341194,Eucumbene Dr after Renmark St,2138,POINT (149.02754200018032 -35.34119399934808),149.027542
-35.343819,Hindmarsh Dr opp Weston Creek Terminus,2139,POINT (149.0278170001805 -35.34381899934781),149.027817
-35.34383,Hindmarsh Dr 2nd after Eucumbene Dr,2140,POINT (149.03012100018205 -35.34382999934776),149.030121
-35.342522,Wyangala St after Hindmarsh Dr,2141,POINT (149.0321660001834 -35.34252199934785),149.032166
-35.341373,Wyangala St after 2nd Burdekin St,2142,POINT (149.033081000184 -35.34137299934795),149.033081
-35.340786,Wyangala St after Tullaroop St,2143,POINT (149.03372200018444 -35.34078599934801),149.033722
-35.342052,Hindmarsh Dr after Dixon Dr,2144,POINT (149.04245000019048 -35.3420519993477),149.04245
-35.342163,Hindmarsh Dr after Carbeen St,2145,POINT (149.04257200019057 -35.342162999347664),149.042572
-35.343914,Hindmarsh Dr before Darwinia Tce,2147,POINT (149.03030400018216 -35.34391399934775),149.030304
-35.346607,Darwinia Tce after Hindmarsh Dr,2148,POINT (149.02871700018113 -35.346606999347514),149.028717
-35.346302,Darwinia Tce after Kathner St,2149,POINT (149.02861000018103 -35.34630199934754),149.02861
-35.349979,Darwinia Tce after Angophora St,2150,POINT (149.03010600018206 -35.349978999347115),149.030106
-35.350174,Darwinia Tce after Rafferty St,2151,POINT (149.03019700018208 -35.350173999347106),149.030197
-35.351418,Darwinia Tce 2nd after Angophora St,2152,POINT (149.03216600018342 -35.35141799934695),149.032166
-35.351395,Darwinia Tce 2nd after Perry Dr,2153,POINT (149.03196700018333 -35.35139499934694),149.031967
-35.352322,Darwinia Tce after Casuarina St,2154,POINT (149.0341490001848 -35.3523219993468),149.034149
-35.352444,Darwinia Tce after Perry Dr,2155,POINT (149.03424100018486 -35.35244399934678),149.034241
-35.354717,Perry Dr after Darwinia Tce,2156,POINT (149.0345610001851 -35.35471699934655),149.034561
-35.354637,Perry Dr after Sidaway St,2157,POINT (149.03445400018506 -35.354636999346546),149.034454
-35.35688,Perry Dr after Rene St,2158,POINT (149.0364380001864 -35.35687999934629),149.036438
-35.35701,Perry Dr after Lipman St,2159,POINT (149.0368650001867 -35.35700999934627),149.036865
-35.356228,Perry Dr opp Chapman Shops,2160,POINT (149.0401150001889 -35.356227999346274),149.040115
-35.356075,Perry Dr Chapman Shops,2161,POINT (149.04039000018912 -35.35607499934628),149.04039
-35.356888,Perry Dr opp Chapman Primary School,2162,POINT (149.04243500019055 -35.35688799934616),149.042435
-35.356827,Perry Dr Chapman Primary School,2163,POINT (149.04260300019067 -35.35682699934617),149.042603
-35.359509,Perry Dr after Namatjira Dr,2164,POINT (149.044540000192 -35.359508999345834),149.04454
-35.35931,Perry Dr after Tauchert St,2165,POINT (149.0443730001919 -35.359309999345875),149.044373
-35.360207,Kalgoorlie Cr 2nd after Badimara St,2166,POINT (149.05314600019815 -35.360206999345586),149.053146
-35.360214,Kalgoorlie Cr after Eleanora St,2167,POINT (149.05293300019798 -35.36021399934559),149.052933
-35.361969,Kalgoorlie Cr Fisher Shops,2168,POINT (149.0566410002007 -35.36196899934534),149.056641
-35.362053,Kalgoorlie Cr opp Fisher Shops,2169,POINT (149.05647300020055 -35.36205299934534),149.056473
-35.362862,Kalgoorlie Cr after Kambalda Cr,2170,POINT (149.05894500020236 -35.36286199934519),149.058945
-35.362778,Kalgoorlie Cr after Fisher Shops,2171,POINT (149.05867000020214 -35.3627779993452),149.05867
-35.360352,Kalgoorlie Cr after Jarrahdale St,2172,POINT (149.06088300020375 -35.36035199934541),149.060883
-35.360058,Kalgoorlie Cr after Pandanus St,2173,POINT (149.06120300020402 -35.36005799934543),149.061203
-35.349922,Badimara St after Hindmarsh Dr,2182,POINT (149.06816100020913 -35.34992199934631),149.068161
-35.349777,Badimara St before Hindmarsh Dr,2183,POINT (149.067993000209 -35.34977699934634),149.067993
-35.345982,McInnes St after Hindmarsh Dr,2184,POINT (149.0627900002051 -35.34598199934685),149.06279
-35.345901,McInnes St after 2nd Buvelot St,2185,POINT (149.06298800020522 -35.345900999346846),149.062988
-35.343941,McInnes St after 1st Chevalier St,2186,POINT (149.06146200020413 -35.34394099934709),149.061462
-35.343857,McInnes St 2nd after Buvelot St,2187,POINT (149.06149300020414 -35.34385699934709),149.061493
-35.343243,McInnes St after 2nd Chevalier St,2188,POINT (149.0591430002024 -35.34324299934722),149.059143
-35.342632,McInnes St after Buvelot St,2189,POINT (149.05864000020205 -35.34263199934728),149.05864
-35.340912,McInnes St after Ironside St,2190,POINT (149.05841100020186 -35.34091199934746),149.058411
-35.340939,McInnes St after Conder St,2191,POINT (149.05819700020172 -35.34093899934748),149.058197
-35.338539,McInnes St after Mather St,2192,POINT (149.0594330002026 -35.33853899934767),149.059433
-35.338413,McInnes St after Hilder St,2193,POINT (149.05952500020265 -35.3384129993477),149.059525
-35.336872,Hilder St after McInnes St,2194,POINT (149.05792200020147 -35.336871999347906),149.057922
-35.336792,Hilder St 2nd after Lycett St,2195,POINT (149.0578160002014 -35.3367919993479),149.057816
-35.33675,Hilder St after Lycett St,2196,POINT (149.05613700020018 -35.336749999347944),149.056137
-35.336842,Hilder St after Gritten St,2197,POINT (149.0556490001998 -35.336841999347946),149.055649
-35.335564,Hilder St after Streeton Dr,2198,POINT (149.05386400019853 -35.33556399934811),149.053864
-35.335594,Hilder St 2nd after Gritten St,2199,POINT (149.05375700019843 -35.335593999348106),149.053757
-35.339272,Namatjira Dr after MacNally St,2200,POINT (149.05455000019904 -35.33927199934772),149.05455
-35.340576,Namatjira Dr after Mather St,2201,POINT (149.0565950002005 -35.34057599934752),149.056595
-35.342274,Namatjira Dr after Conder St,2202,POINT (149.057266000201 -35.342273999347356),149.057266
-35.343277,Parkinson St after 2nd Whitney Pl,2203,POINT (149.05577100019994 -35.34327699934728),149.055771
-35.34341,Parkinson St after Evergood Cl,2204,POINT (149.05577100019994 -35.34340999934727),149.055771
-35.342365,Parkinson St after Whitney Pl,2205,POINT (149.0529630001979 -35.34236499934744),149.052963
-35.342457,Parkinson St after Watling Pl,2206,POINT (149.05287200019782 -35.342456999347434),149.052872
-35.336678,Blackwood Tce after Williamson St,2207,POINT (149.04467800019202 -35.33667799934819),149.044678
-35.336563,Blackwood Tce Holder Shops,2208,POINT (149.04460100019193 -35.33656299934821),149.044601
-35.336098,Blackwood Tce after Tyers St,2209,POINT (149.04115300018955 -35.33609799934833),149.041153
-35.336056,Blackwood Tce after Weingarth St,2210,POINT (149.0409390001894 -35.33605599934833),149.040939
-35.330242,Heysen St Weston Police CLG after Streeton Dr,2212,POINT (149.0552520001995 -35.33024199934864),149.055252
-35.330334,Heysen St Weston Police CLG before Streeton Dr,2213,POINT (149.0552520001995 -35.33033399934862),149.055252
-35.318043,Melbourne Av Senior Girls Grammar School,2214,POINT (149.11532600024688 -35.318042999348464),149.115326
-35.313831,Melbourne Av North of National Cct,2216,POINT (149.11908000025008 -35.3138309993488),149.11908
-35.312176,Melbourne Av North of Somers Cr,2217,POINT (149.12054400025136 -35.31217599934893),149.120544
-35.311169,State Cir before Adelaide Av,2218,POINT (149.12062100025142 -35.31116899934902),149.120621
-35.317139,Gawler Cr opp SGG School,2219,POINT (149.11315900024505 -35.317138999348614),149.113159
-35.317223,Gawler Cr Senior Girls Grammar School,2220,POINT (149.11334200024518 -35.31722299934859),149.113342
-35.314419,Gawler Cr before Robe St,2221,POINT (149.11047400024273 -35.314418999348966),149.110474
-35.313076,Hopetoun Cct before Grey St,2222,POINT (149.10766600024033 -35.313075999349195),149.107666
-35.313061,Hopetoun Cct after Grose St,2223,POINT (149.1073760002401 -35.31306099934917),149.107376
-35.309643,Hopetoun Cct after Hampton Cct,2224,POINT (149.10662800023945 -35.30964299934954),149.106628
-35.310257,Hopetoun Cct after Weston St,2225,POINT (149.10662800023945 -35.310256999349484),149.106628
-35.307365,Hopetoun Cct before Loftus St,2226,POINT (149.10647600023927 -35.30736499934979),149.106476
-35.307423,Hopetoun before Hampton Cct,2227,POINT (149.10656700023938 -35.30742299934978),149.106567
-35.305176,Hopetoun Cct before roundabout,2228,POINT (149.10682700023958 -35.305175999350006),149.106827
-35.304592,Schlich St after Musgrave St,2229,POINT (149.10467500023776 -35.30459199935011),149.104675
-35.304596,Schlich St before roundabout,2230,POINT (149.10630800023915 -35.304595999350056),149.106308
-35.304428,Schlich St after Maiden St,2231,POINT (149.10382100023705 -35.30442799935017),149.103821
-35.315441,Eyre St after Howitt St,2232,POINT (149.1439510002725 -35.31544099934796),149.143951
-35.314297,Wentworth Av after Giles St,2233,POINT (149.144501000273 -35.31429699934808),149.144501
-35.317356,Wentworth Av after Dawes St,2234,POINT (149.14631700027476 -35.31735599934771),149.146317
-35.317089,Wentworth Av before Dawes St,2235,POINT (149.145538000274 -35.31708899934777),149.145538
-35.351929,Nemarang Cr 2nd after Yiman St,2240,POINT (149.063965000206 -35.35192899934621),149.063965
-35.304157,Queen Victoria Tce East Block Govt Offices,2241,POINT (149.1308140002604 -35.304156999349495),149.130814
-35.304008,Queen Victoria Tce Tennis Courts,2242,POINT (149.13087500026046 -35.3040079993495),149.130875
-35.305534,Federation Mall Parliament House Northbound,2245,POINT (149.1260680002562 -35.305533999349485),149.126068
-35.30603,Federation Mall Parliament House Southbound,2246,POINT (149.12704500025706 -35.3060299993494),149.127045
-35.29789,Commonwealth Av opp Albert Hall,2247,POINT (149.12629700025633 -35.297889999350254),149.126297
-35.297775,Commonwealth Av Albert Hall,2248,POINT (149.12588500025598 -35.29777499935029),149.125885
-35.352322,Nemarang Cr after Galibal St,2249,POINT (149.0668790002082 -35.3523219993461),149.066879
-35.353123,Egglestone Cr before Charteris Cr,2250,POINT (149.08078000021882 -35.3531229993457),149.08078
-35.352528,Nemarang Cr after Yiman St,2251,POINT (149.06715400020838 -35.352527999346066),149.067154
-35.311256,Sydney Av before State Cir,2252,POINT (149.12913500025894 -35.311255999348795),149.129135
-35.311089,Sydney Av after State Cir,2253,POINT (149.1297760002595 -35.311088999348804),149.129776
-35.311874,National Cct after Sydney Av,2254,POINT (149.13244600026192 -35.311873999348656),149.132446
-35.312134,National Cct after Bourke St,2255,POINT (149.1324010002619 -35.312133999348625),149.132401
-35.31089,National Cct Press Club,2256,POINT (149.13314800026257 -35.31088999934873),149.133148
-35.309925,National Cct after Darling St,2257,POINT (149.1332090002626 -35.309924999348816),149.133209
-35.306076,National Cct before Kings Av,2258,POINT (149.13314800026254 -35.306075999349225),149.133148
-35.305592,National Cct after Kings Av,2259,POINT (149.1330410002624 -35.305591999349275),149.133041
-35.283512,Anzac Parade after Fairbairn Av,2260,POINT (149.14671300027484 -35.28351199935117),149.146713
-35.283203,Fairbairn Av after Jackson St,2261,POINT (149.15422100028195 -35.283202999351),149.154221
-35.28529,Fairbairn Av before Northcott Dr,2262,POINT (149.16238400028988 -35.285289999350546),149.162384
-35.285252,Fairbairn Av after Northcott Dv,2263,POINT (149.16183500028933 -35.285251999350564),149.161835
-35.343983,Gilmore Cr opp Garran PS,2264,POINT (149.10142500023534 -35.34398299934615),149.101425
-35.343979,Gilmore Cr Garran PS,2265,POINT (149.1016080002355 -35.34397899934615),149.101608
-35.338276,Kitchener St after Birdwood St,2266,POINT (149.10247800023618 -35.3382759993467),149.102478
-35.338146,Kitchener St after Gilmore Cr,2267,POINT (149.102234000236 -35.338145999346715),149.102234
-35.335957,Kitchener St after McNicoll St,2268,POINT (149.10067700023467 -35.33595699934701),149.100677
-35.335186,Kitchener St after Goble St,2269,POINT (149.10000600023412 -35.33518599934708),149.100006
-35.333996,Kitchener St before Goble St,2270,POINT (149.09834300023275 -35.33399599934726),149.098343
-35.333878,Kitchener St 2nd after McNicoll St,2271,POINT (149.09787000023235 -35.33387799934728),149.09787
