352423:80020810000,80071,Hawker (ACT),8,Australian Capital Territory,0.0671
352424:80020820000,80071,Hawker (ACT),8,Australian Capital Territory,0.0896
352425:80046600000,80071,Hawker (ACT),8,Australian Capital Territory,0.0522
352426:80020800000,80071,Hawker (ACT),8,Australian Capital Territory,0.1899
352427:80020840000,80071,Hawker (ACT),8,Australian Capital Territory,0.0438
352428:80046590000,80071,Hawker (ACT),8,Australian Capital Territory,0.0064
352429:80020560000,80071,Hawker (ACT),8,Australian Capital Territory,0.0264
352430:80020830000,80071,Hawker (ACT),8,Australian Capital Territory,0.0411
352660:80027101000,80083,Latham (ACT),8,Australian Capital Territory,0.0238
352661:80027102000,80083,Latham (ACT),8,Australian Capital Territory,0.0422
352662:80027110000,80083,Latham (ACT),8,Australian Capital Territory,0.05
352663:80027092000,80083,Latham (ACT),8,Australian Capital Territory,0.0227
352664:80027091000,80083,Latham (ACT),8,Australian Capital Territory,0.0238
352665:80053010000,80083,Latham (ACT),8,Australian Capital Territory,0.0188
352666:80053090000,80083,Latham (ACT),8,Australian Capital Territory,0.019
352667:80026870000,80083,Latham (ACT),8,Australian Capital Territory,0.0309
352668:80026910000,80083,Latham (ACT),8,Australian Capital Territory,0.0574
352669:80026900000,80083,Latham (ACT),8,Australian Capital Territory,0.0533
352670:80026890000,80083,Latham (ACT),8,Australian Capital Territory,0.0346
352671:80026882000,80083,Latham (ACT),8,Australian Capital Territory,0.027
352672:80026881000,80083,Latham (ACT),8,Australian Capital Territory,0.0289
352673:80026820000,80083,Latham (ACT),8,Australian Capital Territory,0.0045
352674:80026810000,80083,Latham (ACT),8,Australian Capital Territory,0.036
352675:80027150000,80083,Latham (ACT),8,Australian Capital Territory,0.0527
352676:80026800000,80083,Latham (ACT),8,Australian Capital Territory,0.0386
352677:80026782000,80083,Latham (ACT),8,Australian Capital Territory,0.0266
352678:80053120000,80083,Latham (ACT),8,Australian Capital Territory,0.0639
352679:80026690000,80083,Latham (ACT),8,Australian Capital Territory,0.0417
352680:80026700000,80083,Latham (ACT),8,Australian Capital Territory,0.0019
352681:80026710000,80083,Latham (ACT),8,Australian Capital Territory,0.0038
352682:80026840000,80083,Latham (ACT),8,Australian Capital Territory,0.0293
352683:80026830000,80083,Latham (ACT),8,Australian Capital Territory,0.0527
352684:80052920000,80083,Latham (ACT),8,Australian Capital Territory,0.0045
352685:80027010000,80083,Latham (ACT),8,Australian Capital Territory,0.0065
352686:80052930000,80083,Latham (ACT),8,Australian Capital Territory,0.0116
352687:80027042000,80083,Latham (ACT),8,Australian Capital Territory,0.0211
352688:80027030000,80083,Latham (ACT),8,Australian Capital Territory,0.0405
352689:80027020000,80083,Latham (ACT),8,Australian Capital Territory,0.0875
352690:80027050000,80083,Latham (ACT),8,Australian Capital Territory,0.0045
352691:80027061000,80083,Latham (ACT),8,Australian Capital Territory,0.0282
352692:80027072000,80083,Latham (ACT),8,Australian Capital Territory,0.0337
352693:80026720000,80083,Latham (ACT),8,Australian Capital Territory,0.4254
352694:80027071000,80083,Latham (ACT),8,Australian Capital Territory,0.0189
352695:80027062000,80083,Latham (ACT),8,Australian Capital Territory,0.0155
352696:80026860000,80083,Latham (ACT),8,Australian Capital Territory,0.0244
352697:80026850000,80083,Latham (ACT),8,Australian Capital Territory,0.0175
352698:80027130000,80083,Latham (ACT),8,Australian Capital Territory,0.1631
